subject,property,current_or_latest,start_time 
William_Laird_Smith,party,Nationalist Party of Australia,1917
Konrad_Henlein,party,Nazi Party,1939
Aleksei_Artyomov,position,,
Pauline_Hamill,position,,
Cliff_Marker,position,,
Louis_Beel,party,Catholic People's Party,1945
Antonio_Valencia,position,,
Darryl_Hammond,position,,
Willis_Marshall,position,,
Kwame_Nkrumah,party,Convention People's Party,1949
Stephen_Harper,party,,
Giuseppe_Giovinco,position,,
Gavin_Greig,country,,
Steve_Walklate,position,,
Oleg_Nechayev,position,,
Dennis_Quaid,spouse,,
Peter_Jianette,position,,
John_Wynter,nationality,,
Sam_Hutchinson,position,,
Princess_Michael_of_Kent,spouse,Prince Michael of Kent,1978
Donald_B._Easum,country,,
Sweyn_II_of_Denmark,spouse,,
Steve_Kinsey_(footballer),position,,
Sledd_of_Essex,nationality,,
Lewis_Grabban,position,,
William_B._Cooper,party,,
Oniel_Fisher,position,,
Zebulon_Baird_Vance,party,Democratic Party (United States),1872
Fehmi_Demir,party,Rights and Freedoms Party,2002
Jim_Podoley,position,,
Henry_Goodere,nationality,,
Lawrence_Reed,nationality,,
Neil_Kadisha,nationality,,
Mario_Austin,position,,
Peter_Harrold,position,,
Severiano_de_Heredia,party,Radical Left (France),1885
Horatio_Washington_Bruce,party,,
Walter_Porritt,position,,
Goo_Kennedy,position,,
Ashan_Holgate,position,,
Millicent_Martin,spouse,,
Courtney_Meppen-Walter,position,,
Sydney_B._Nelson,party,,
Dimitris_Kalaitzidis_(basketball),position,,
Paul_Ferreri,nationality,,
Vaughn_Connaly,position,,
Basil_Zaharoff,nationality,,
John_Godson,party,Polish People's Party,2015
Rangarajan_Kumaramangalam,party,Bharatiya Janata Party,1997
Paulo_Betti,spouse,,
Dick_Bulterman,nationality,,
Robert_Butler_(diplomat),country,,
Bedwyr_Lewis_Jones,country,,
Hone_Harawira,party,Mana Movement,2011
Boris_Ivin,position,,
Ira_Hillary,position,,
Lettice_Knollys,spouse,,
Kristian_Capalik,country,United States,2001
Khem_Birch,position,,
Matthew_Stadlen,nationality,,
Gavin_Grant_(footballer),position,,
Ruth_Vollmer,nationality,,
Janice_Cayman,position,,
George_Clooney,spouse,,
Robert_Egbeta,position,,
Ambica_Banerjee,party,All India Trinamool Congress,1998
French_Stewart,spouse,,
Eustace_White,nationality,,
Sergei_Khomutov,position,,
Ondrej_Weissmann,position,,
Sakhob_Juraev,position,,
Joseph_Johnson_(Virginia_politician),party,,
Giasuddin_Molla,party,All India Trinamool Congress,1998
A._Homer_Byington,party,,
Ronnie_Thompson_(Georgia_politician),party,"Georgia gubernatorial election, 1974",1974
Sharon_Morris,country,,
Lutfur_Rahman_(politician),party,Tower Hamlets First,2013
Mitsuo_Watanabe,position,,
A._Latham_Staples,party,,
J._M._Robson,nationality,,
Peter_Masak,nationality,,
Joe_Ira_Clark,position,,
Nasra_Abdullah,position,,
George_Graham_(footballer),position,,
Corinne_Calvet,spouse,,
Ike_Ofoegbu,position,,
Jack_Marshall_(ice_hockey),position,,
Samuel_Clesson_Allen,party,,
John_A._Page,party,,
Igor_Aslanyan,position,,
Alan_Gow,position,,
Aouda,nationality,,
Charles_Allen_(Massachusetts_politician),party,,
Sergei_Ilyin,position,,
Rose_Champion_de_Crespigny,nationality,,
Ian_Valz,country,,
Jeffrey_Orridge,nationality,,
David_Cowan_(politician),country,,
Octavian_Goga,party,,
Bob_Brown,party,Australian Greens,1989
Moses_Isegawa,nationality,,
Bikram_Choudhury,nationality,,
Victor_Bologan,country,,
Fawaz_Al-Maghati,position,,
Fulgencio_Batista,party,Progressive Action Party,1952
Geoff_Cox_(footballer),position,,
Galina_Brezhneva,nationality,,
Simon-Pierre_Diamond,party,Quebec Liberal Party,2010
Craig_Baumann,party,Independent,2014
Nicholas_of_Lynn,nationality,,
Gillian_Sankoff,spouse,,
Justin_Albert,nationality,,
Frank_Clempson,position,,
John_McLean_(Illinois_politician),party,,
Pat_Calathes,position,,
Russell_Bowie,position,,
Kim_Sung-hwan_(footballer),position,,
Alyque_Padamsee,spouse,,
Ralph_Radyn,nationality,,
Wayne_MacVeagh,party,,
Marcus_Faison,position,,
Amedeo_Biavati,position,,
Richard_Kuhn,nationality,,
Luciano_Violante,party,Democratic Party (Italy),2007
Mansour_Bahrami,country,,
Trevor_Dawkins,position,,
Patricia_Neske,country,,
John_Daly_(Australian_politician),party,Independent,1934
Vassil_Evtimov,position,,
Dayasiri_Jayasekara,party,Sri Lanka Freedom Party,2013
Yotam_Halperin,position,,
Perry_Jones,position,,
Eduardo_Roquero,party,Kampi,2007
Suleiman_Frangieh,party,Marada Movement,1978
Pamela_E._Bridgewater,country,,
Norbert_Torres,position,,
Sanjay_Dutt,spouse,,
Nicole_Kidman,spouse,,
Ludwig_Erhard,party,,
Hartmut_Konschal,position,,
Mao_Zedong,spouse,Economic Freedom Fighters,2013
Carsten_Siersbaek,position,,
Timothy_Davis_(Massachusetts),party,,
Mahlon_Dickerson,party,,
Dave_Popson,position,,
Danny_Philliskirk,position,,
Estanislao_Fernandez,party,Kilusang Bagong Lipunan,1978
Andrey_Lukanov,party,Bulgarian Socialist Party,1990
Andrius_Pinialis,position,,
Dominic_Perri,party,Independent,2013
Shahab_Zahedi,position,,
Joseph-Goderic_Blanchet,party,,
Walter_Marks_(politician),party,United Australia Party,1931
Michael_Bates_(American_football),position,,
Sherbaz_Khan_Mazari,party,Movement for the Restoration of Democracy,1981
Rob_Vincent,position,,
Naratheinga_Uzana,spouse,,
Dirk_Denkers,position,,
Ebenezer_R._Hoar,party,Before 1854,1854
Yang_Chiu-hsing,party,Kuomintang,2013
Joseph_Losey,spouse,,
Fatmir_Limaj,party,Democratic Party of Kosovo,1999
Barney_Stanley,position,,
Michael_J._Fox,spouse,,
Alfred_Holt,nationality,,
Bud_Yorkin,spouse,,
JJ_Hickson,position,,
Mohd_Hatta_Ramli,party,National Trust Party (Malaysia),2015
Philip_Cezar,position,,
Semyon_Timoshenko,country,,
Soe_Thein,party,Union Solidarity and Development Party,2010
Hilton_Moreira,position,,
Camille_Keaton,spouse,,
Geoff_Coombes,position,,
Alfredo_Da_Silva,nationality,,
William_Wilson_(bishop),country,,
Helie_of_Burgundy,spouse,,
Skip_Minisi,position,,
Nonoy_Baclao,position,,
Patricia_Duff,spouse,,
Amir_Hossein_Sedghi,position,,
Jake_Sagare,position,,
Stephen_Holt_(basketball),position,,
Ellis_Harrison,position,,
A._P._Patro,party,,
Jimmy_Baron_(basketball),position,,
Sofia_Sakorafa,party,Independent politician,2015
Craig_Mackinlay,party,Conservative Party (UK),2005
Aleksei_Vladimirovich_Zakharov,position,,
Nikolai_Dergachyov,position,,
Glenn_Beck,party,,
Robert_Livingston_the_Younger,country,,
Eoin_O'Duffy,party,National Corporate Party,1935
Peter_A._Peyser,party,Republican Party (United States),1977
Joseph_W._Twinam,country,,
Clint_Steindl,position,,
Ralf_Dahrendorf,spouse,Christiane Dahrendorf,2004
John_Peavey,party,Democratic Party (United States),1978
Larry_Owens,position,,
Loyd_Phillips,position,,
Jane_Crafter,nationality,,
Larry_Di_Ianni,party,,
Aleksandr_Anikushin,position,,
Petter_Gustafsson,position,,
David_Miller_(Canadian_politician),nationality,,
Adelaide_of_Maurienne,spouse,,
Nikolai_Stain,position,,
Alex_Leigh,nationality,,
Michael_Rummenigge,position,,
Hal_Perry_(politician),party,Prince Edward Island Liberal Party,2013
Les_Berryhill,nationality,,
John_E._Herbst,country,,
Rodrigo_Pastorini,position,,
Lara_Stock,country,,
John_Sheepshanks_(art_collector),nationality,,
Aurora_Enerio-Cerilles,party,,
Erik_Murphy,nationality,,
Ricky_Waddell,position,,
Irvin_Museng,position,,
William_Alexander_Graham,party,National Union Party (United States),1865
Louis_VI_of_France,spouse,,
Nathaniel_P._Banks,party,Republican,1873
Buck_Miles,position,,
William_Downie,country,,
John_Welch_(politician),party,,
Guillaume_Rippert,position,,
Alex_Yermolinsky,country,,
Nigel_Moore_(basketball),position,,
Ed_Whitfield,party,Republican Party (United States),1994
Diane_Lane,spouse,,
Richard_Foster_(Australian_politician),party,Nationalist Party of Australia,1925
Eduard_Krieger,position,,
Miguel_Aracil,position,,
Candide_Rochefort,party,,
Vladimir_Kapustin,position,,
Sudhir_Mishra,spouse,,
R._K._Shanmukham_Chetty,party,,
Nicci_Jolly,country,,
Fabio_Catacchini,position,,
Mikhail_Kasyanov,party,,
2008_SK_Brann_season,position,,
Alexander_III_of_Scotland,spouse,,
Matthew_Fitt,country,,
John_Scott_Harrison,party,,
Len_Webber,party,Independent,2014
Damon_Searle,position,,
Vyacheslav_Lugovkin,position,,
Arthur_Sheppard,nationality,,
Alisa_Galliamova,country,,
Thesara_Jayawardane,nationality,,
William_Lindsay_(diplomat),country,,
Mohamed_Rasheed,position,,
Jeanette_Fitzsimons,party,,
Vinzent_Porombka,party,,
Buzzy_Wares,position,,
Niko_Markkula,position,,
Ray_Tesser,position,,
Penelope_Dudley-Ward,spouse,,
Bernard_Goldsmith,party,Republican Party (United States),1861
David_Mamet,spouse,Rebecca Pidgeon,1991
Emperor_Xiaozong_of_Song,spouse,,
Jeremy_Fall,nationality,,
Bill_Lamb,party,,
Mohd_Zaquan_Adha_Abdul_Radzak,position,,
Eddie_Ilarde,party,,
Lee_Tomlin,position,,
Gilang_Angga,position,,
Sarah_Heaney,country,,
Carol_Owens_(squash_player),country,,
William_Fyeneux,nationality,,
Kira_Cochrane,nationality,,
Krishna_Bahadur_Mahara,party,Unified Communist Party of Nepal (Maoist),1994
Marie_de_Rohan,spouse,,
Viktor_Antikhovich,position,,
John_Cargill_Thompson,country,,
Bally_Smart,position,,
Bertram_de_Crioill,nationality,,
Johnny_Scalzi,position,,
Yu-Chi_Ho,nationality,,
Edward_Isaac,nationality,,
Louka_Katseli,party,Social Agreement (Greece),2012
Apolonia_Ustrzycka,spouse,,
Geraldine_Fraser-Moleketi,party,,
Edward_Blake,party,,
Laura_Devon,spouse,,
Adam_Hepburn_of_Craggis,country,,
Aleksei_Bryzgalov,position,,
William_Henry_Brockenbrough,party,,
Alexandre_Rockwell,spouse,,
Mikhail_Sergeyevich_Mikhaylov,position,,
Joan_of_Lancaster,nationality,,
David_Smith_(Victorian_politician),party,Nationalist Party of Australia,1920
Maria_Damanaki,party,Panhellenic Socialist Movement,2003
Abe_Cohn,position,,
Brad_Wanamaker,position,,
Jan_Kliment,position,,
Karin_Kschwendt,country,Austria,1996
Gevherhan_Sultan_(daughter_of_Ahmed_I),spouse,,
Lorenzo_Pinamonte,position,,
Patrick_Christopher,position,,
Mikhail_Beschastnykh,position,,
John_Goldsberry,position,,
Oswald_Wynd,country,,
Eugenio_Vegas_Latapie,party,,
Tony_Bono,position,,
Sergey_Karasev,position,,
Ackim_Musenge,position,,
Forrest_Dunn,party,,
James_Wales_(artist),country,,
Kristian_Peshkov,position,,
Leon_Feraru,nationality,,
Hussain_al-Shahristani,nationality,,
Djair_Baptista_Machado,position,Independent,2015
William_X._O'Brien,party,National Labour Party (Ireland),1944
Aleksandar_Trajkovski,position,,
William_Schey,party,,
James_Peddie_(author),country,,
Mitos_Magsaysay,party,United Nationalist Alliance,2012
Jeff_Xavier,position,,
Brian_Jean,party,,
Konstantinos_Kaznaferis,position,,
Hedwiges_Maduro,position,,
William_de_Hawkesworth,nationality,,
Yaroslav_Vatamanyuk,position,,
Henry_Turner_(basketball),position,,
Leo_Penn,spouse,,
Yuri_Myrza,position,,
Edmund_Burt,country,,
Engelbert_Dollfuss,party,,
Irena_Anders,spouse,,
Florence_Davidson,nationality,,
Bob_Hopkins,position,,
Tremaine_Stewart,position,,
Artur_Davis,party,Republican Party (United States),2012
Ravi_Karunanayake,party,United National Party,2000
Leonid_Brekhovskikh,nationality,,
Ethan_Gage,position,,
Gilbert_Stork,nationality,,
Milinda_Moragoda,party,Sri Lanka Freedom Party,2011
Giuseppe_Lolaico,position,,
Montfort_Stokes,party,,
Dave_Hertel,position,,
Jim_Rountree,position,,
Wally_Henry,position,,
Jackson_Asiku,nationality,,
Eddie_Macon,position,,
Bones_McKinney,position,,
Theophilus_Evans,country,,
Hero_Brinkman,party,,
Stanley_W._Holmquist,party,,
Kan_Fook-yee,party,,
Arthur_J._Williams,party,Democratic Party (United States),2011
David_Gateri,position,,
Luis_Saavedra,position,,
Fernando_San_Emeterio,position,,
Gabrio_Casati,party,Historical Right,1861
Derrek_Konrad,party,,
Zambry_Abdul_Kadir,party,,
Martin_of_Aragon,spouse,,
Richard_Mulrooney,position,,
Rade_Zagorac,position,,
Samuel_J._Randall,party,,
Michael_Parr,nationality,,
Alison_MacGregor,country,,
Rakhat_Aliyev,country,,
John_Huston,spouse,Party of Regions,2001
Herbert_Ross,spouse,,
John_I_of_Aragon,spouse,,
Francis_Ampofo,nationality,,
John_Jay_(lawyer),party,,
Anne_T._Hill,spouse,,
M._S._Gurupadaswamy,party,,
Owen_Wynne_Jones,country,,
Anupriya_Patel,party,Present,2009
Florence_Davidson,spouse,,
Martha_Raddatz,spouse,,
Harry_Marker_(American_football),position,,
Steve_Saint,nationality,,
Ayberk_Olmaz,position,,
Klemen_Lorbek,position,,
Tancredo_Neves,party,,
Behzad_Razavi,nationality,,
Manfred_Weber,party,,
Nilde_Iotti,party,Democratic Party of the Left,1991
Galina_Ivanovna_Tsukanova,nationality,,
Dominic_Matteo,position,,
Kim_Dae-eui,position,,
Michel_Mercier,party,Union for a Popular Movement,2009
Frederick_IV_of_Denmark,spouse,,
Emilie_Turunen,party,,
David_de_la_Hay,country,,
Zahia_Dehar,nationality,,
Rasmus_Lindkvist,position,,
Katherine_LaNasa,spouse,,
Peter_Kunkel,position,,
Christopher_O'Neill,nationality,,
David_Vigor,party,Unite Australia Party,1987
Andy_Yiadom,position,,
Dorothea_Lange,spouse,,
Oswald_Lange,nationality,,
Aleksandr_Viktorovich_Bukharov,position,,
John_Paul_DeJoria,nationality,,
Gennady_Zyuganov,party,Communist Party of the Russian Federation,1966
Ben_Spillane,position,,
Sherry_Boucher,spouse,,
Peter_of_Castile,spouse,,
George_Gibson_(American_football),position,,
Harold_Nash,position,,
Gary_Johnson,party,Libertarian Party (United States),2011
Jamaladdin_Magomedov,nationality,,
Carlos_Casteglione,position,,
Valeri_Zazdravnykh,position,,
Assem_Qanso,party,Lebanon branch,1966
Ean_Campbell,country,,
Gary_Fraser,position,,
Bob_Shemonski,position,,
Martha_Gellhorn,spouse,T. S. Matthews,1954
Melek_Ahmed_Pasha,spouse,Fatma Sultan (daughter of Ahmed I),1662
Elizabeth_Montgomery,spouse,,
Norman_Foster_(director),spouse,,
Lincoln_Henry_Jelliff,party,,
Casimir_III_the_Great,spouse,,
Luca_Vitali,position,,
Kurt_Schuschnigg,party,Fatherland Front (Austria),1933
Chang_Jong-hoon,position,,
Antonio_Tajani,party,Forza Italia (2013),2013
Teresa_Gorman,party,,
Daniel_Semenzato,position,,
Wes_Trainor,position,,
Denis_Fladung,position,,
Milo_Komenich,position,,
Adrian_Ford,position,,
Andreas_Schreiber,position,,
Greg_Orman,party,Independent politician,2009
Aaron_Dixon,party,,
Helena_Thopia,spouse,,
Sonja_Ziemann,spouse,,
Einion_Offeiriad,country,,
Juan_Luis_Guirado,position,,
Darius_Defoe,nationality,,
Muhammad_Zia-ul-Haq,country,,
Jens_Hundseid,party,,
Denis_Shmarov,position,,
Maximilian_Haas,position,,
James_Hirvisaari,party,October 2013,2013
Anoushiravan_Nourian,nationality,,
Louise_Marguerite_of_Lorraine,spouse,,
Hetty_Cary,spouse,,
Josh_Powell,position,,
Nuno_Frechaut,position,,
Doppies_le_Roux,position,,
Alexander_Chalmers,country,,
Meghan_Klingenberg,position,,
Martin_Welker,party,,
Shlomo_Carlebach_(musician),nationality,,
Robert_Sterling,spouse,,
Romain_Gary,spouse,Jean Seberg,1962
Efrem_Zimbalist,spouse,,
Richard_Scott_(footballer),position,,
Pedro_Ribeiro_(Brazilian_footballer),position,,
Stanislav_Remnev,position,,
Rafael_Filiberto_Bonnelly,party,Dominican Revolutionary Party,1950
Lo_Chih-an,position,,
Ollie_Heald,position,,
Roderick_Watson,country,,
Douglas_Horne,party,,
Jeff_Fairholm,position,,
Nikolay_Larionov,position,,
Edward_Zorinsky,party,Democratic Party (United States),1976
Tommy_Taylor_(politician),party,,
James_Nicolson_(priest),country,,
Abdelaziz_Tawfik,position,,
Hugh_Smyth,party,,
James_Kinlay,country,,
Vichitravirya,spouse,,
Alexandre_Giroux,position,,
Julian_McGauran,party,Liberal Party of Australia,2006
Luke_Hendrie,position,,
Roy_Jenkins,party,Liberal Democrats,1988
Cleveland_Buckner,position,,
Marcus_Mann,position,,
Trevor_de_Cleene,party,,
Lucy_d'Abreu,country,,
Chan_Ying-lun,party,Hong Kong Democratic Foundation,1990
Mark_Grundy,nationality,,
Alfred_Vierling,party,,
Samuel_Freeman_Miller,party,Before 1854,1854
James_P._T._Carter,party,,
Alexander_McKenzie_(Medal_of_Honor),country,,
Ali_Maqseed,position,,
Edward_Lasker,country,,
Jojo_Chintoh,nationality,,
Grant_Show,spouse,,
Bert_van_Manen,party,Liberal National Party of Queensland,2010
Paolo_Miraglia-Gulotti,nationality,,
Alejandro_Santo_Domingo,nationality,,
Hakim_Sar-Temsoury,position,,
Bob_Gantt,position,,
Alexander_Keith_McClung,country,,
Samar_Badawi,nationality,,
Lyn_Hancock,nationality,,
Sanda_Dewi,spouse,,
David_Hawkins_(basketball),position,,
Joseph_S._Fruton,nationality,,
Yannick_Kocon,country,Italy,2007
Aleksandr_Derkach,position,,
Elmer_Pillon,nationality,,
Vernon_Turner,position,,
Casey_Candaele,position,,
Eric_Nichols,position,,
Habip_Soluk,party,Justice and Development Party (Turkey),2015
Jean-Claude_Latombe,nationality,,
William_Bewley,nationality,,
Yuri_Cherednik,nationality,,
Eisner_Loboa,position,,
Louisa_Ryland,nationality,,
Derwin_Kitchen,position,,
Launcelot_Goody,nationality,,
Tim_Twellman,position,,
Brigid_Makowski,party,,
Aleksandr_Shtonda,position,,
Gerald_Brown_(basketball),position,,
Michael_Cassidy_(Canadian_politician),party,New Democratic Party,1984
Shanmugha_Rajeswara_Sethupathi,party,,
Yuriy_Abramochkin,nationality,,
Mykola_Prystay,position,,
John_Graham_Nicholls,nationality,,
Nikolai_Krestobintsev,position,,
Aurel_Stein,nationality,,
Vonteego_Cummings,position,,
Dick_James_(American_football),position,,
William_D._Kelley,party,,
Ko_Jeong-woon,position,,
Ben_Stewart,party,,
Arseni_Markov,country,,
Jacob_Jaacks,position,,
Nick_Zimmerman,position,,
Ermir_Strati,position,,
Bob_Dylan,spouse,,
Manny_Paner,position,,
Lewis_Hunt,position,,
J._Maarten_Troost,nationality,,
Meg_Lees,party,Australian Progressive Alliance,2003
Gabriele_Puccio,position,,
Charlie_Sheen,spouse,,
John_Tripp_(poet),country,,
Jeff_Wilkins_(basketball),position,,
Ivica_Guberac,position,,
Omar_Vizquel,position,,
Daniel_Kickert,position,,
Oleg_Kurdikov,position,,
Viktor_Savinykh,nationality,,
Mihajlo_Rostohar,nationality,,
Daniel_Gygax,position,,
Maurice_Tourneur,spouse,,
Prince_Ofori,position,,
Sebastian_Zielinsky,position,,
Edwin_Henry_Egerton,country,,
Jerry_Harper,position,,
Dave_Palic,position,,
Daiane_Rodrigues,position,,
Federico_Angiulli,position,,
Haroon_Yousaf,position,,
Hunter_Freeman,position,,
William_Roache,spouse,,
Hamby_Shore,position,,
Franny_Murray,position,,
Norman_Armour,country,,
Dominic_Sandoval,nationality,,
Yousef_Al_Otaiba,country,,
Dorothy_Pratt,party,Independent politician,1999
Janet_Maslin,spouse,,
Ali_Atalan,party,,
Edmond_O'Brien,spouse,,
Daniel_Faris,position,,
Sun_Yat-sen,nationality,,
Lise_Klaveness,position,,
Bayezid_I,spouse,,
Kueth_Duany,position,,
Stephen_Andrew,nationality,,
Denny_Herzig,position,,
Carolina_Mendes,position,,
Marcelino_Teodoro,party,Nationalist People's Coalition,2015
Stefano_Fassina,party,Future to the Left,2015
John_Clark_(actor),spouse,,
Mike_Quade,position,,
Luitpold_Steidle,party,,
Marcus_Ginyard,position,,
Ramiro_I_of_Aragon,spouse,,
Lance_Reventlow,spouse,,
Sigeheard_of_Essex,nationality,,
Tom_Niblo,position,,
John_G._Palfrey,party,,
Eliza_Joenck,nationality,,
Pick_Dehner,position,,
Frances_Shand_Kydd,spouse,,
Lou_Jankowski,position,,
Ebitu_Ukiwe,country,,
Connor_Mahoney,position,,
Barry_Pashak,party,,
Betty_Roberts,spouse,Keith Skelton,1968
Dede_Scozzafava,party,Democratic Party (United States),2009
Francis_Moore_(astrologer),nationality,,
Levan_Dzharkava,position,,
Charles_B._Black,position,,
Wolete_Israel_Seyoum,spouse,,
Gilbert_de_Insula,country,,
Juliana_of_Stolberg,spouse,,
Florin_Sandu,position,,
Rollo,spouse,,
Yuri_Guba,position,,
Eduardo_Adelino_da_Silva,position,,
Alice_Glaston,nationality,,
Ben_T._Russell,position,,
Maria_Klenova,nationality,,
Arthur_Meighen,party,Progressive Conservative Party of Canada,1942
Michael_Zaslow,spouse,,
Crawford_Beveridge,country,,
Petr_Trapp,position,,
Thomas_Reilly_(footballer),position,,
Leland_Orser,spouse,,
Reginald_Burchell,party,Nationalist Party of Australia,1917
Natalie_McGarry,party,Before 2015,2015
Chittaranjan_Das,party,,
Almaskhan_Dzheniya,position,,
Valeri_Tolchev,position,,
Paul_Marion_(politician),party,,
Sergio_D'Elia,party,Italian Radicals,2001
Christian_Maicon_Hening,position,,
Yukio_Kagayama,nationality,,
Igor_Yurganov,position,,
Augustino_Mrema,party,Tanzania Labour Party,1999
Borut_Pahor,party,Independent politician,2012
Robert_Riddell,country,,
Pierce_Butler,country,,
Arseniy_Yatsenyuk,party,,
Sergei_Kurdyukov,position,,
Vera_Menchik,country,,
Samuel_Lowell_Price,nationality,,
Takahito_Soma,position,,
Radion_Bukulov,position,,
Calum_Malcolm,country,,
Ryan_Kinne,position,,
Savourna_Stevenson,country,,
Terry_Oldfield_(footballer),position,,
Obie_Trotter,position,,
Nikolay_Marinov,position,,
Lisa_Butcher,spouse,,
Ariel_Rojas,position,,
Tomio_Okamura,party,Freedom and Direct Democracy,2015
Charles_A._Phelps,party,,
'Amr_ibn_al-'As,country,,
Sendhil_Mullainathan,nationality,,
Tufuga_Efi,party,Christian Democratic Party (Samoa),1988
Maka_Kotto,party,,
Micheal_Eric,position,,
Durga_Lal,nationality,,
John_Loder_(actor),spouse,,
William_P._Fessenden,party,,
Haruna_Doda,position,,
Mo_Suri,position,,
Luigi_Zingales,nationality,,
Evelyn_Laye,spouse,,
Bryan_Price,position,,
Max_Falstein,party,Independent,1949
Chrissie_Williams,spouse,,
Stefanos_Sarafis,party,,
Ihor_Rainin,party,Petro Poroshenko Bloc,2015
Jim_Fregosi,position,,
John_Fergusson,country,,
Fardin_Abedini,position,,
Priya_Davidar,nationality,,
Thorbjorn_N._Mohn,nationality,,
Igor_Khudogov,position,,
John_Dreyer_(footballer),position,,
Larisa_Bogoraz,spouse,,
Supriyadi_(footballer),position,,
Artur_Hofmann,party,,
George_McDonald_(Australian_politician),party,Nationalist Party of Australia,1917
Carlos_M._Rivera,nationality,,
Yuri_Sekinayev,position,,
Pape_Sy,position,,
Hook_Dillon,position,,
Giorgio_Napolitano,party,Democrats of the Left,1998
Chris_Davies_(footballer),position,,
Morgan_Tsvangirai,party,Tsvangirai,2005
Ousmane_Barro,position,,
Barbara_Amiel,spouse,Conrad Black,1992
encode-err,encode-err,encode-err,encode-err
Vasile_Vasilache,nationality,,
Francisco_Franco,country,,
Zewditu,spouse,Gugsa Welle,1900
Margaret_Moir,nationality,,
Maithripala_Sirisena,party,Sri Lanka Freedom Party,1968
Preston_Leslie,party,,
John_Dunleavy,position,,
Alexander_Maltsev,position,,
David_Pipe,position,,
Walt_Zirinsky,position,,
Rui_Jorge_Farto_Correia,position,,
Virginia_Henry_Curtiss_Heckscher,spouse,,
George_Porter_(footballer),position,,
Lee_Warren,position,,
Sven_Mikser,party,Before 2005,2005
Virginia_Field,spouse,,
Dolores_Dorn,spouse,,
Ray_Willis_(basketball),position,,
William_Gow,country,,
Chris_Clarke_(soccer),position,,
Roberto_Bergersen,position,,
Aleksandr_Lenyov,position,,
Giovanni_Amendola,party,Democratic Liberal Party (Italy),1921
Agnes_of_Hesse,spouse,,
William_Terry_(congressman),country,,
Josh_Doherty,position,,
Edward_Bridgeman,nationality,,
Chris_Reif,position,,
John_Bromfield,spouse,,
Dick_Mehen,position,,
Vladimir_Boykov,position,,
Rupert_Ryan,party,Liberal Party of Australia,1945
Willie_Warren,position,,
Jack_Mullens,party,Australian Labor Party (Anti-Communist),1955
Ronald_D._Palmer,country,,
Satyajit_Ray,spouse,,
Daniel_Kahneman,nationality,,
Adolphe_Menjou,spouse,,
Rustam_Asildarov,country,,
Joe_Meriweather,position,,
Jonathan_McKain,position,,
Johannes_Riedl,position,,
Robert_Blinkhorn,nationality,,
Darron_Nell,position,,
Peter_Swales_(historian),country,,
Harris_Salleh,party,,
Thihathu_of_Ava,spouse,,
Barrington_Irving,nationality,,
John_H._Blair,country,,
Yahya_Khan,country,,
Caresse_Crosby,spouse,,
Ernest_Lucas_Guest,party,United Federal Party,1933
Davit_Chakvetadze,nationality,,
Fan_Chung,nationality,,
Gene_Augusterfer,position,,
Hal_Suit,party,,
Evan_Enwerem,party,,
Bakri_Tarab,position,,
Rudolf_Zeiser,position,,
Paul_Kollsman,nationality,,
Panagiotis_Vasilopoulos,position,,
Matthew_Griffith,nationality,,
Frank_Fisher_(rugby_league),position,,
Dan_Sandifer,position,,
Anton_Shamrin,position,,
Joshua_Tijani,position,,
Do_Dong-hyun,position,,
Harold_Holt,party,Liberal Party of Australia,1945
Enoch_Chase,party,,
Igor_Bredikhin,position,,
Diana_Dors,spouse,,
Franco_Frattini,party,Independent,2012
Josh_Law,position,,
Aleksandr_Mikhailovich_Maslov,position,,
George_Sharpe_(footballer),position,,
Nicolas_Arroyo,nationality,,
Mile_Sterjovski,position,,
Sir_Thomas_Boyd,country,,
James_C._Hathaway,nationality,,
Stanley_Robertson_(folk_singer),country,,
Larry_Dupree,position,,
Kendrick_Perry,position,,
Josiel_Alves_de_Oliveira,position,,
Pat_Connaughton,position,,
Michael_Hare_Duke,country,,
Yegor_Konstantinov,position,,
Karl-Heinz_Schnellinger,position,,
Martin_Toshev,position,,
Nikolai_Trunev,position,,
Alexander_Karpinsky,nationality,,
Matthew_Pitts_(footballer),position,,
Harriette_Campbell,country,,
Khasan_Bayev,position,,
Nick_Yost,position,,
Vladimir_Galayba,position,,
Michiel_Smit,party,,
Ramahlwe_Mphahlele,position,,
Roseanne_Barr,party,,
Princess_Elisabeth_of_Stolberg-Rossla,spouse,,
Sid_Bass,spouse,,
Kenny_Williams_(basketball),position,,
Ken_Block_(politician),party,Republican Party (United States),2013
Hiroki_Kawano,position,,
Husni_al-Za'im,country,,
Edgardo_Sogno,party,National Alliance (Italy),1996
James_R._Davila,country,,
Thomas_Leighton_Decker,nationality,,
Vladimir_Antyufeyev,nationality,,
Serhiy_Lishchuk,position,,
Maurice_Blackburn,party,Ind Labor,1941
Fritz_Nagy,position,,
Kunigunda_of_Halych,spouse,,
Masoud_Kimiai,spouse,,
Marwan_Barghouti,party,Al-Mustaqbal (electoral list),2005
Johan_Henrik_Deuntzer,party,,
Stefano_Mancinelli,position,,
Edward_Banks_(builder),nationality,,
Luca_Saudati,position,,
Lawrence_Campe,nationality,,
Pat_Stanton,position,,
Ingrid_Rimland,nationality,,
Samuel_Zayas,position,,
William_Wright_(United_States_politician),party,,
Donna_Pinciotti,nationality,,
Danny_East,position,,
Jonathan_Ke_Quan,nationality,,
