subject,property,current_or_latest,start_time 
Robin_Wright,spouse,Sean_Penn,1996-01-01T00:00:00Z
Francesco_Rutelli,party,,
Dai_Davies_(politician),party,,
Piet_Dankert,party,,
Patrick_Brydone,country,,
Shiromaniam_Madhavan,party,,
Hildy_Parks,spouse,Alexander_H._Cohen,1956-01-01T00:00:00Z
Krzysztof_Pytel,country,,
Wilfred_Mibus,party,,
Anna_Munro,country,,
Guangxu_Emperor,spouse,,
Kurt_Cobain,spouse,Courtney_Love,1992-02-24T00:00:00Z
Jean-Claude_Juncker,party,,
Richard_W._Thompson,party,,
Morag_McLaren,country,,
Howell_Cobb,party,,
Nichi_Vendola,party,,
Niall_Iain_MacDonald,country,,
L._Ron_Hubbard,spouse,Mary_Sue_Hubbard,1952-10-30T00:00:00Z
Gian_Galeazzo_Visconti,spouse,Caterina_Visconti,1380-10-18T00:00:00Z
Elmer_Ernest_Roper,party,,
Philip_Pendleton_Barbour,party,,
Raja_Nadir_Pervez,party,,
Corneliu_Zelea_Codreanu,party,,
John_Thynne,spouse,,
Johan_Kriek,country,,
William_Czar_Bradley,party,,
Lewis_Gordon_(Jacobite),country,,
Anton_Plenikowski,party,,
Sybil_Christopher,spouse,Jordan_Christopher,1966-01-01T00:00:00Z
William_Stephens,party,,
Lutgard_of_Salzwedel,spouse,,
Robert_Sherwood_Dillon,country,,
Ephraim_R._Eckley,party,,
Thomas_Lorimer_Corbett,party,,
Archduchess_Louise_of_Austria,spouse,,
Thomas_Bakhap,party,,
Shankersinh_Vaghela,party,,
Cliff_Robertson,spouse,Dina_Merrill,1966-01-01T00:00:00Z
David_Nolan_(Once_Upon_a_Time),spouse,,
Judy_Garland,spouse,Mickey_Deans,1969-03-15T00:00:00Z
Josip_Broz_Tito,country,,
Cornelius_P._Van_Ness,party,,
Anton_Ackermann,party,,
Irina_Dunn,party,,
Dennis_O'Keefe,spouse,Steffi_Duna,1940-01-01T00:00:00Z
Luisito_M._Reyes,party,,
Eduardo_Gullas,party,,
Wendell_Willkie,party,Republican_Party_(United_States),1939-01-01T00:00:00Z
Frederick_William_III_of_Prussia,spouse,,
Dario_Franceschini,party,Democratic_Party_(Italy),2007-10-14T00:00:00Z
Stephen_Simpson_(writer),party,,
Serafim_Urechean,party,,
Serhiy_Ratushniak,party,,
Eleanor_Calvert,spouse,,
Kevin_Franz,country,,
Ed_Thompson,party,,
Fred_Armisen,spouse,Elisabeth_Moss,2009-01-01T00:00:00Z
Adeliza_of_Louvain,spouse,,
Lynne_Frederick,spouse,David_Frost,1981-01-01T00:00:00Z
Philippe_Hamel,party,,
Kiele_Sanchez,spouse,Zach_Gilford,2012-01-01T00:00:00Z
Jeffrey_Donaldson,party,,
Gennady_Gudkov,party,,
Samuel_Akintola,party,,
Chan_Yung,party,,
Dafydd_Nanmor,country,,
Charles_Plumb,country,,
Iziaslav_I_of_Kiev,spouse,,
Egon_Klepsch,party,,
Heinrich_Schmitt,party,,
Robert_J._Harris_(writer),country,,
Bill_Torrance,country,,
Ernest_Marwick,country,,
Baiba_Broka_(politician),party,,
Erik_Almqvist,party,,
Bruce_Breslow,party,,
Tendai_Biti,party,,
Marius_van_Amelsvoort,party,,
Nyaung-u_Sawrahan,spouse,,
Nahienaena,spouse,,
David_Rorie,country,,
Edward_McMillan-Scott,party,,
Joe_Gander,party,,
John_I._Rinaker,country,,
Henry_A._Wise,party,,
Dorothy_Payne_Whitney,spouse,,
Ludwika_Paleta,spouse,Emiliano_Salinas,2013-01-01T00:00:00Z
Noble_Ellington,spouse,,
Elena_Frumosu,party,,
Benjamin_Stoddert_Ewell,country,,
Brian_De_Palma,spouse,Gale_Anne_Hurd,1991-01-01T00:00:00Z
Arkadij_Naiditsch,country,,
Marco_Maciel,party,,
Gianfranco_Fini,party,,
John_I_of_Aragon,spouse,,
Oren_W._Haglund,spouse,,
Nancy_Lancaster,spouse,,
Mark_G._Mastroianni,party,,
Jesse_B._Thomas,party,,
Orhan_of_the_Ottoman_Empire,spouse,,
Charles_Ready,party,,
Anne_T._Hill,spouse,Edgar_L._McCoubrey,1990-01-01T00:00:00Z
Ferdinand_I_of_Bulgaria,spouse,,
I._D._Ffraid,country,,
Samuel_Beardsley,party,,
Tom_Smith_(Pennsylvania_politician),party,,
Ambrose_Lethbridge,country,,
Ira_Clifton_Copley,party,,
Henry_I_of_France,spouse,Anne_of_Kiev,1051-05-25T00:00:00Z
V._Nalliah,party,,
Alfonso_IV_of_Aragon,spouse,,
David_Jones_(director),spouse,Sheila_Allen_(English_actress),1964-01-01T00:00:00Z
Tommy_Thomas_(politician),party,,
Joseph_M._Carey,party,,
Thomas_de_Barry,country,,
Nikolai_Tolstoy,party,,
Babubhai_J._Patel,party,,
Neil_Giuliano,party,,
Rrahman_Morina,party,,
Andrew_Wilkie,party,,
Burford_Sampson,country,,
Max_Trenorden,party,,
Gordon_Crooks_Wilson,party,,
Dominique_de_Villepin,party,,
William_C._Preston,party,,
Lew_Wallace,country,,
Fuad_Masum,party,Kurdistan_Democratic_Party,1964-01-01T00:00:00Z
Bruno_Moritz,country,,
Anton_J._Rockne,party,,
Lemuel_Shaw,party,,
John_Latham_(judge),party,,
Andrei_Tarkovsky,spouse,Larisa_Tarkovskaya,1970-01-01T00:00:00Z
Stefan_Sofiyanski,party,,
Ana_Olivera,party,,
Dafydd_Ddu_o_Hiraddug,country,,
Frederick_O._Prince,party,,
William_Neill_(poet),country,,
Edmund_Pettus,country,,
Esther_Williams,spouse,Fernando_Lamas,1969-01-01T00:00:00Z
Marco_Pastors,party,,
Mufi_Hannemann,party,,
Tony_Smith_(Queensland_politician),party,,
Humphrey_Bogart,spouse,Lauren_Bacall,1945-01-01T00:00:00Z
Francisco_Sosa_Wagner,party,Citizens_(Spanish_political_party),2015-01-01T00:00:00Z
Werner_Scheler,party,,
Tim_Morris_(priest),country,,
Karin_Dor,spouse,George_Robotham,1988-01-01T00:00:00Z
Duncan_Dunbar_(ship_owner),country,,
Stephen_O'Brien,party,,
Robert_Peel,party,,
John_Ramsay_(magic),country,,
Michael_Ying,spouse,Brigitte_Lin,1994-01-01T00:00:00Z
Jonathan_Blanchard_(abolitionist),party,,
Ebbe_Rode,spouse,Bodil_Kjer,1959-01-01T00:00:00Z
Cecil_Gray_(composer),country,,
Deodoro_da_Fonseca,country,,
Robert_Breaden,country,,
Lance_Mallalieu,party,,
Rudi_Georgi,party,,
Daria_Zuravicki,country,,
Horace_Greeley,party,,
Virginia_Harned,spouse,,
Gary_Johnson,party,Libertarian_Party_(United_States),2011-01-01T00:00:00Z
Lafayette_S._Foster,party,,
Coral_Lansbury,spouse,,
Talia_Shire,spouse,Jack_Schwartzman,1980-01-01T00:00:00Z
Eileen_Rossiter,party,,
Zeki_Kuneralp,country,,
Kaumualii,spouse,,
Jason_McCartney_(politician),party,,
Oscar_Alende,party,,
Wu_Tingfang,party,,
Tom_Sheehan_(politician),party,,
Olita_Rause,country,,
Edgar_J._Sherman,country,,
John_Q._Farmer,party,,
Rita_Verdonk,party,,
Sampson_Mathews,country,,
Marian_Seldes,spouse,Garson_Kanin,1990-01-01T00:00:00Z
Marcelo_Guinle,party,,
Jeanne_d'Albret,spouse,,
Marius_Redelinghuys,party,,
Kirsten_Price_(actress),spouse,Barrett_Blade,2004-10-09T00:00:00Z
Prince_Joachim_of_Denmark,spouse,,
Henry_Wilcoxon,spouse,Joan_Woodbury,1938-01-01T00:00:00Z
Phil_Goldfeder,party,,
Frank_Sinatra,spouse,Barbara_Sinatra,1976-07-11T00:00:00Z
Karin_Kadenbach,party,,
George_Lucas,spouse,Mellody_Hobson,2013-06-22T00:00:00Z
Amadou_Salifou,party,,
Thomas_White_(Australian_politician),party,,
Vladimir_Makei,country,,
Hashim_al-Atassi,party,,
Abdel_Latif_Boghdadi_(politician),country,,
Cezmi_Kartay,party,,
Bill_Craig_(writer),country,,
Ranavalona_I,spouse,,
Lee_Siew-Choh,party,,
Chris_Harvey,country,,
John_Lambert_Gibson,party,,
Richard_Gwyn,spouse,Sandra_Gwyn,1958-01-01T00:00:00Z
Pat_McIntosh,country,,
Walter_Q._Gresham,country,,
Prasanta_Sur,party,,
Francis_I_of_France,spouse,Eleanor_of_Austria,1530-07-14T00:00:00Z
Gary_Morton,spouse,Lucille_Ball,1961-01-01T00:00:00Z
Oleg_Serebrian,party,,
Philippe_Dallier,party,,
Marshall_Lang_(son),country,,
Terry_Griffiths_(politician),country,,
Ahn_Cheol-soo,party,,
Mike_Thomas_(politician),party,,
Alfred_Haighton,party,,
Benjamin_Swift,party,,
Michael_Vaughn,spouse,,
Fatima_Jinnah,party,,
Margaret_Eliott_of_Redheugh,country,,
Brian_Hayes_(politician),party,,
William_Morris_(minister),country,,
Duke_Friedrich_August_of_Oldenburg,spouse,,
Rob_Wilson,party,,
Hamish_Blake,spouse,,
James_II_of_England,spouse,,
Steffi_Duna,spouse,Dennis_O'Keefe,1940-01-01T00:00:00Z
Duncan_Fraser,country,,
Andrija_Hebrang_(son),party,,
Gwynn_ap_Gwilym,country,,
A._P._Abdullakutty,party,,
Ramsay_MacDonald,party,,
Hannibal_Hamlin,party,,
S._W._R._D._Bandaranaike,party,,
Hans_Lukaschek,party,,
P._Thanulinga_Nadar,party,,
Jenny_Boyd,spouse,Ian_Wallace_(drummer),1984-01-01T00:00:00Z
Lavinia_Warren,spouse,General_Tom_Thumb,1863-01-01T00:00:00Z
Carroll_Baker,spouse,Donald_Burton,1978-01-01T00:00:00Z
Christopher_Dell,country,,
Wojciech_Jaruzelski,party,,
Gregor_MacGregor_(bishop),country,,
Lynn_Frazier,party,,
Gratian,spouse,,
Madog_ap_Gwallter,country,,
Henry_Lumley_Drayton,party,,
Karim_Kawar,country,,
Dean_Burch,party,,
John_Owen_Jones_(Ap_Ffarmwr),country,,
Douglas_Mintz,party,,
Harry_Martin_(urologist),spouse,Louella_Parsons,1930-01-01T00:00:00Z
Mwai_Kibaki,party,,
Bob_Heffron,party,Victorian_Socialist_Party,1921-01-01T00:00:00Z
Bedo_Brwynllys,country,,
Daniel_Fasquelle,party,,
Lady_Juliet_Tadgell,spouse,,
Sergio_Chiamparino,party,Democratic_Party_(Italy),2007-01-01T00:00:00Z
Roseller_T._Lim,party,,
Roger_II_of_Sicily,spouse,,
Jean_Simmons,spouse,Richard_Brooks,1960-11-01T00:00:00Z
Learned_Hand,party,,
Caroline_Ganley,party,,
Henry_Adamson,country,,
Donald_Lees_Reid,country,,
Guinn_%22Big_Boy%22_Williams,spouse,Dorothy_Peterson,1943-01-01T00:00:00Z
Charles_Copland,country,,
Hollingsworth_Morse,spouse,Sally_Eilers,1949-01-01T00:00:00Z
Saifuddin_Abdullah,party,,
James_Rudolph_Garfield,party,,
William_John_Parry,country,,
Romain_Gary,spouse,Jean_Seberg,1962-10-16T00:00:00Z
Bob_Falkenburg,country,,
Neil_Broad,country,,
Gwerful_Fychan,country,,
Thomas_Clarke_(Australian_politician),party,,
Yongzheng_Emperor,spouse,,
Eudokia_Angelina,spouse,Leo_Sgouros,1205-01-01T00:00:00Z
Pliny_Merrick,party,,
Wilhelm_Florin,party,,
Richard_Wayne_Bogosian,country,,
John_Herron_(New_Brunswick_politician),party,,
Alexander_Van_der_Bellen,party,,
Hannah_Idowu_Dideolu_Awolowo,party,,
Fernando_Lopez,party,,
Roderick_Watson,country,,
David_White_(officer_of_arms),country,,
Simon_Fraser_(Australian_politician),party,,
James_Walker_(Australian_politician),party,,
Robert_Gordon_(diplomat),country,,
Krikor_Amirian,party,,
Suzanne_Anton,party,,
Ashab_Uddin_Ahmad,party,,
Jay_Rockefeller,party,,
Corrie_Scott,country,,
Alexander_II_of_Scotland,spouse,,
Glynis_Johns,spouse,Anthony_Forwood,1942-01-01T00:00:00Z
Julius_Raab,party,,
Hussein_Refki_Pasha,country,,
David_Chernushenko,party,,
Samuel_Herrick_(politician),party,,
Julie_Adams,spouse,Ray_Danton,1954-01-01T00:00:00Z
Pietro_Nenni,party,,
George_Edward_Cole,party,,
Udo_Bullmann,party,,
Gabriel_Jeantet,party,,
Milner_Tozaka,party,,
Marlon_Brando,spouse,Tarita_Teriipaia,1962-01-01T00:00:00Z
Lee_Majors,spouse,Farrah_Fawcett,1973-07-28T00:00:00Z
Nana_Alexandria,country,,
Eirug_Wyn,country,,
Anna_Mahler,spouse,,
Mangala_Samaraweera,party,,
Allan_Grogan,party,,
Rove_McManus,spouse,Tasma_Walton,2009-01-01T00:00:00Z
Aslan_Byutukayev,country,,
John_Harper_(politician),party,,
Stephen_III_of_Moldavia,spouse,,
Norman_Lamb,party,,
Philip_Lempriere,country,,
John_Hunt_(Australian_politician),party,,
Corey_Feldman,spouse,Vanessa_Marcil,1989-01-01T00:00:00Z
Grenville_M._Dodge,country,,
Lentxu_Rubial,party,,
Saw_Lat_of_Pagan,spouse,,
Dave_Obey,party,,
Fethi_Okyar,party,,
David_C._Coates,party,,
Chan_Ying-lun,party,,
Dafydd_Llwyd_ap_Llywelyn_ap_Gruffudd_(Dafydd_Llwyd_o_Fathafarn),country,,
Sharon_Stone,spouse,Phil_Bronstein,1998-01-01T00:00:00Z
Inese_Vaidere,party,,
Daniel_arap_Moi,party,,
Terry_Griffiths_(politician),party,,
Zahrain_Mohamed_Hashim,party,,
Jaime_Fuster,party,,
Nelson_Lemmon,party,,
John_Quincy_Smith,party,,
Fernando_Cabrera_(politician),party,,
Edward_Lasker,country,,
Eileen_Catterson,country,,
Mario_Segni,party,,
Benjamin_Ebrahimzadeh,country,,
Pierre_Gagnier,party,,
Ryan_Haddon,spouse,Marc_Blucas,2009-01-01T00:00:00Z
Vijay_R._Singh,party,,
Charles_Ogle_(politician),party,,
Len_Black,country,,
Norman_Macleod_(journalist),country,,
Alasdair_Webster,party,,
Ratliff_Boon,party,,
Joseph_Hemphill,party,,
Harry_Borghouts,party,,
Powell_Clayton,country,,
Tammy_Faye_Messner,spouse,Roe_Messner,1993-01-01T00:00:00Z
Carlos_Soria,party,,
Ingmar_Bergman,spouse,Ingrid_von_Rosen,1971-11-11T00:00:00Z
John_Jones_(Archdeacon_of_Merioneth),country,,
Cartimandua,spouse,,
Guy_Arkins,party,,
Romeu_Tuma,party,,
Edward_I_of_England,spouse,,
Seyran_Ohanyan,country,,
Bob_Reid_(executive),country,,
John_Wayne,spouse,Pilar_Pallete,1954-11-01T00:00:00Z
Ildar_Ibragimov,country,,
Goff_Letts,party,,
David_MacKay_(VC),country,,
Harry_MacElhone,country,,
Maumoon_Abdul_Gayoom,party,Progressive_Party_of_Maldives,2011-01-01T00:00:00Z
Guy_Hamilton,spouse,,
Helie_of_Burgundy,spouse,"William_III,_Count_of_Ponthieu",1115-01-01T00:00:00Z
James_Duane_Doty,party,,
Robert_Livingston_the_Younger,country,,
Evgenia_Filonenko,country,,
William_Lindsay_(minister),country,,
Leonore_Annenberg,spouse,,
Stewart_Campbell_(politician),party,,
Edward_Leong,party,,
Gevherhan_Sultan_(daughter_of_Ahmed_I),spouse,,
Cesare_Previti,party,,
Thomas_Roberts_Ferguson,party,,
Albrecht_von_Graefe_(politician),party,,
Helen_van_Dongen,spouse,Kenneth_Durant_(journalist),1950-01-01T00:00:00Z
Roman_Serov,country,,
Jericho_Petilla,party,,
Jack_Clayton,spouse,Christine_Norden,1947-01-01T00:00:00Z
Friedrich_Naumann,party,,
Ronald_Singson,party,,
Edelmiro_Amante,party,,
Samuel_Singer,country,,
Sulla,spouse,,
Barbara_Ruick,spouse,Robert_Horton_(actor),1953-01-01T00:00:00Z
Phil_Gramm,party,,
Paul_Dillingham,party,,
John_F._Hartranft,country,,
Edwin_G._Waite,party,,
Dick_Ebersol,spouse,Susan_Saint_James,1981-01-01T00:00:00Z
Muhammad_Mian_Soomro,party,,
James_Larkin,party,,
Nicol_Burne,country,,
Janet_Maslin,spouse,,
Charles_H._Constable,party,,
Alessia_Mosca,party,,
Bill_Bryson_(politician),party,,
Jack_Beasley,party,,
Juan_Orol,spouse,Rosa_Carmina,1950-01-01T00:00:00Z
Jacquetta_of_Luxembourg,spouse,,
Joseph_Tweed_Shaw,party,,
Samuel_McClary_Fite,party,,
William_Holman,party,,
Harriette_Campbell,country,,
Vajiralongkorn,spouse,Srirasmi_Suwadee,2001-02-10T00:00:00Z
Thierry_St-Cyr,party,,
George_Demos,party,,
William_Hunter_(Asiatic_Society),country,,
Ayub_Khan_(general),country,,
Howard_Pawley,party,,
Henry_Wetherby_Benchley,party,,
Chan_Kong_Choy,party,,
Nero,spouse,Statilia_Messalina,0066-01-01T00:00:00Z
Giuseppe_Garibaldi,country,,
Waldo_Peirce,spouse,,
Elizabeth_de_Clare,spouse,,
Catherine_Spaak,spouse,,
Ferruccio_Parri,party,,
Peter_Wong_(Hong_Kong_politician),party,,
Ivanoe_Bonomi,party,,
Subrata_Saha,party,,
Zachary_Scott,spouse,Ruth_Ford_(actress),1952-01-01T00:00:00Z
Ahmed_Brahim_(Tunisian_politician),party,,
Liliana_Palihovici,party,,
Orison_Rudolph_Aggrey,country,,
Bob_Such,party,,
Enrico_Letta,party,Christian_Democracy_(Italy),t597278184
Roderick_Mackay,country,,
Francesco_I_Sforza,spouse,Polissena_Ruffo,1418-01-01T00:00:00Z
John_Emery_(actor),spouse,Tallulah_Bankhead,1937-08-31T00:00:00Z
Isabel_Preysler,spouse,Miguel_Boyer,1988-01-02T00:00:00Z
David_Cunningham_of_Robertland,country,,
Nathaniel_Jones_(poet),country,,
George_Gollan,party,,
Juma_Duni_Haji,party,,
Gerard_W._Hughes,country,,
Henry_Gregory_(politician),party,,
Marguerite_Churchill,spouse,Peter_Ganine,1954-01-01T00:00:00Z
Charles_W._Pickering,party,,
Gaetano_Quagliariello,party,,
Efva_Attling,spouse,Eva_Dahlgren,1996-01-01T00:00:00Z
Maurice_O'Sullivan_(politician),party,,
Joe_Baca,party,,
Wijeyananda_Dahanayake,party,,
Napoleon,spouse,"Marie_Louise,_Duchess_of_Parma",1810-04-01T00:00:00Z
Caleb_Cushing,party,,
Portia_de_Rossi,spouse,Ellen_DeGeneres,2008-01-01T00:00:00Z
Alexander_Graf,country,,
Stephen_Urban,party,Democratic_Party_(United_States),2010-01-01T00:00:00Z
Devika_Rani,spouse,Svetoslav_Roerich,1945-01-01T00:00:00Z
Cynthia_Davis,party,,
Sidik_Mia,party,,
James_Ingleby,country,,
Surya_Bahadur_Thapa,party,,
Arthur_Foulkes,party,,
Robert_M._T._Hunter,party,,
Noble_Ellington,party,,
Caleb_S._Layton,party,,
Rana_Bahadur_Shah,spouse,,
John_Bowler_(politician),party,,
Rebekah_Brooks,spouse,Charlie_Brooks_(racehorse_trainer),2009-01-01T00:00:00Z
Kay_Francis,spouse,Kenneth_MacKenna,1931-01-01T00:00:00Z
Poppaea_Sabina,spouse,Nero,0062-01-01T00:00:00Z
Alain_Poher,party,,
Howar_Ziad,country,,
Joan_Bennett,spouse,Walter_Wanger,1940-01-01T00:00:00Z
William_J._Porter,country,,
Maya_Deren,spouse,Teiji_Ito,1960-01-01T00:00:00Z
Jessica_Simpson,spouse,Eric_Johnson_(tight_end),2014-01-01T00:00:00Z
Jane_Williams_(Ysgafell),country,,
Nicolas_Bay,party,,
Alexei_Fedorov,country,,
Jan_Steytler,party,,
Maria_Ciobanu,party,,
Charles_W._J._Withers,country,,
Vladimir_Shamanov,country,,
Andre_B._Roman,party,,
James_A._Walker,party,,
James_C._Luttrell,party,,
Thomas_Kerr_(Kentucky_politician),party,Republican_Party_(United_States),2004-01-01T00:00:00Z
Ieuan_ap_Hywel_Swrdwal,country,,
Tommy_Mottola,spouse,Thalía,2000-12-02T00:00:00Z
Zayed_bin_Sultan_Al_Nahyan,spouse,,
Jan_Olszewski,party,,
Alfred_Watt,country,,
John_Estrada,spouse,Priscilla_Meirelles,2011-01-01T00:00:00Z
Rod_Donald,party,,
Katie_Price,spouse,Alex_Reid_(fighter),2010-01-01T00:00:00Z
Buff_Cobb,spouse,Mike_Wallace,1949-01-01T00:00:00Z
Gianni_Pittella,party,,
Angela_Vautour,party,,
Mongkut,spouse,Debsirindra,1853-01-01T00:00:00Z
Atish_Chandra_Sinha,party,,
Wolfgang_Rosenthal,party,,
Giasuddin_Molla,party,,
Eric_Woodburn,country,,
Elena_Tairova,country,,
Don_Harron,spouse,Virginia_Leith,1960-01-01T00:00:00Z
Brigitte_Nielsen,spouse,Sebastian_Copeland,1990-09-29T00:00:00Z
William_Margetson,country,,
James_Speed,party,,
Christopher_Lambert,spouse,Sophie_Marceau,2012-01-01T00:00:00Z
Rajiv_Pratap_Rudy,party,,
Donald_R._Norland,country,,
James_Bowman_(Canadian_politician),party,,
Diab_al-Mashi,party,,
Dafydd_Gorlech,country,,
William_David_McCain,party,,
David_Bell_(television),country,,
Lakshman_Kiriella,party,,
William_Hamilton_(Jacobite_poet),country,,
Catherine_Vautrin,party,,
Olivia_Hussey,spouse,David_Glen_Eisley,1991-01-01T00:00:00Z
Lauchlan_Watt,country,,
Richard_Carmona,party,,
Judy_Pace,spouse,Curt_Flood,1986-01-01T00:00:00Z
Caroline_Lucas,party,Green_Party_of_England_and_Wales,1990-01-01T00:00:00Z
David_P._Thompson,party,,
Edward_Oldfield,party,,
Pat_Myne,spouse,Alektra_Blue,2007-06-07T00:00:00Z
Dina_Merrill,spouse,Ted_Hartley,1989-01-01T00:00:00Z
Hector_Gooderham,country,,
Kenny_Murray,country,,
Derek_Robertson_(footballer),country,,
Sammy_Wilson_(footballer),country,,
John_Brisbane,country,,
Krystyna_Janda,spouse,,
Edmund_William_McGregor_Mackey,party,,
Jatuporn_Prompan,party,,
Joan_Crawford,spouse,Alfred_Steele,1955-01-01T00:00:00Z
Izabella_Sierakowska,party,,
Raimo_Vistbacka,party,,
Abdul_Hamid_I,spouse,,
John_Mathieson_(surveyor),country,,
Ghenadie_Ciobanu,party,,
James_Earl_Jones,spouse,Cecilia_Hart,1982-01-01T00:00:00Z
George_Tisdale_Hodges,party,,
Viktor_Chernomyrdin,party,,
David_Hazzard,party,,
Louis_Botha,country,,
William_Phylip,country,,
Thomas_Chataway,party,,
Charles_Caesar,spouse,,
Yulia_Tymoshenko,party,All-Ukrainian_Union_%22Fatherland%22,1999-01-01T00:00:00Z
Frank_Perry,spouse,,
Emyr_Humphreys,country,,
Anna_of_Nassau-Dillenburg,spouse,,
Simone_Signoret,spouse,Yves_Montand,1951-12-22T00:00:00Z
George_Martineau,country,,
Margaret_Moncrieff,country,,
Yeung_Sum,party,,
Simon_Lloyd,country,,
Lim_Chin_Siong,party,,
Rex_(Police_dog),spouse,,
Pal_Benko,country,,
Scott_Kent,party,,
Andrey_Yakovlevich_Dashkov,country,,
Grahame_Smith,country,,
Pamela_Hensley,spouse,E._Duke_Vincent,1982-01-01T00:00:00Z
Nadezhda_Neynsky,party,,
Artashes_Geghamyan,party,,
Vincent_Price,spouse,Coral_Browne,1974-01-01T00:00:00Z
Richard_Lai,party,,
Edith_Atwater,spouse,Kent_Smith,1962-01-01T00:00:00Z
Edward_Kennon,party,,
William_Woods_Holden,party,,
Ellen_Barkin,spouse,Gabriel_Byrne,1988-01-01T00:00:00Z
Tissa_Wijeyeratne,party,,
John_Stuart_Williams,country,,
Ralph_Regenvanu,party,,
Guy_Boutilier,party,,
James_A.C._Brown,country,,
Gilbert_de_Insula,country,,
Robert_Shedden_Scrimgeour,country,,
Alexander_Buchanan,party,,
Mohamed_Farrah_Aidid,party,,
Sam_Marcy,party,,
Giuseppe_Bottai,party,,
Alvin_Hawkins,party,,
Charles_N._Orr,party,,
Harry_Barnes_(Labour_politician),party,,
Hywel_Foel_ap_Griffri_ap_Pwyll_Wyddel,country,,
Jeffrey_Hunter,spouse,Emily_McLaughlin,1969-01-01T00:00:00Z
Elihu_B._Washburne,party,,
Lucien_Bonaparte,spouse,,
Zachary_Wong,party,,
Jack_Fellure,party,,
Robert_Galley,party,,
Juan_B._Tudela,party,,
Alexander_Lukashenko,country,,
Charles_R._Herring,party,,
Terry_Cooper_(writer),country,,
Glen_McPherson,party,,
Maria_Christina_of_the_Two_Sicilies,spouse,,
Adam_Hamilton,party,,
Ian_Mackintosh,country,,
Amalric_of_Jerusalem,spouse,,
Ramjee_Kunwar,party,,
Tiberius,spouse,Julia_the_Elder,-010-01-01T00:00:00Z
Mikhail_Trilisser,party,,
Salo_Flohr,country,,
Augusta_Dabney,spouse,William_Prince_(actor),1964-01-01T00:00:00Z
A._E._Robertson,country,,
William_Stachowski,party,,
Charles_Jared_Ingersoll,party,,
Frank_Terpe,party,,
Nicolae_Olaru,party,,
Diane_Jergens,spouse,Peter_Brown_(actor),1958-01-01T00:00:00Z
John_Cudahy,country,,
Frank_D._White,party,,
Odette_Joyeux,spouse,Philippe_Agostini,1958-08-19T00:00:00Z
J._Edward_Meyer,party,,
Brooke_Burns,spouse,Gavin_O'Connor_(director),2013-06-22T00:00:00Z
Bohdan_Horyn,party,,
Fred_Dubois,party,,
Edward_Davies_(Celtic),country,,
Philip_I_of_France,spouse,,
Richard_Wimbush,country,,
Samantha_Spade,spouse,,
William_Jennings_Bryan,party,,
Stephen_Shadegg,party,,
Dick_Martin_(comedian),spouse,,
Simon_Bolivar_Buckner,country,,
Nikos_Papatakis,spouse,Anouk_Aimée,1951-08-12T00:00:00Z
Christopher_E._Goldthwait,country,,
John_Henry_Orr,country,,
Flavio_Tosi,party,Liga_Veneta,1994-01-01T00:00:00Z
C._W._Bowerman,party,,
John_L._Helm,party,,
Stella_Adler,spouse,Harold_Clurman,1943-01-01T00:00:00Z
Jeon_Yeo-ok,party,,
William_Graham_Swan,party,,
Elisha_Whittlesey,party,,
William_Claiborne_Owens,party,,
Edmund_I,spouse,,
Miles_Malleson,spouse,Joan_Malleson,1923-01-01T00:00:00Z
Lucien_Plourde,party,,
Matthew_Butler,country,,
Frank_Dittrich,country,,
Rubel_Phillips,party,,
Katherine_Woodville_(actress),spouse,Edward_Albert,1978-01-01T00:00:00Z
Robert_Guthrie_(Australian_politician),party,,
Thomas_Wilkins_(antiquarian),country,,
Rose_Gentle,country,,
George_Henry_Stokes,party,,
Kamehameha_I,spouse,Keōpūolani,1795-01-01T00:00:00Z
Ben_Schoeman,party,,
Rhyu_Si-min,party,,
Bakili_Muluzi,party,,
Pierce_Butler,country,,
Sali_Berisha,party,Democratic_Party_of_Albania,1991-01-01T00:00:00Z
The_Mulgray_Twins,country,,
John_Watts_(Grenadian_politician),party,,
John_Dean,party,,
Elizabeth_Wharton_Drexel,spouse,Henry_Symes_Lehr,1901-01-01T00:00:00Z
Wiel_Bremen,party,,
Jean_Damphousse,party,,
Sydney_Stubbs,party,,
Massimo_Bitonci,party,,
Herbert_Scheibe,party,,
Marina_Vlady,spouse,Vladimir_Vysotsky,1970-01-01T00:00:00Z
Reginald_Weaver,country,,
Galina_Brezhneva,spouse,,
Robert_Askin,country,,
Finn_Blakstad,party,,
Asghar_Khan,country,,
C._Narayanaswamy,party,,
Maurice_Lindsay,country,,
Bubber_Epps,party,,
Angharad_James,country,,
Julius_Curtis,party,,
Richard_Cunningham_McCormick,party,,
Holmes_Herbert,spouse,,
Amir_H._Jamal,party,,
Meresankh_II,spouse,,
Arturo_Tolentino,party,,
Michael_Rasztovits,country,,
Tyler_Christopher_(actor),spouse,Brienne_Pedigo,2008-01-01T00:00:00Z
Mindaugas,spouse,,
Carolina_Kuhlman,spouse,,
William_L._Marcy,party,,
John_Gordner,party,,
Hugh_the_Great,spouse,,
Anthony_Eden,spouse,,
John_Siveright,country,,
Archibald_Hugh_Mitchell,party,,
Nicolaus_Zinzendorf,spouse,,
Christian_Estrosi,party,,
John_Meikle,country,,
George_C._Scott,spouse,Trish_Van_Devere,1972-01-01T00:00:00Z
Omar_Bongo,spouse,,
