Person,Property,Type,rn,rel_rate
http://dbpedia.org/resource/Lee_Ho-jae,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Aristotel_Petrović,birthPlace,Country,85,**
http://dbpedia.org/resource/Ibrahim_al-Jaafari,nationality,EthnicGroup,85,**
http://dbpedia.org/resource/Charles_Dahanayake,almaMater,School,85,**
http://dbpedia.org/resource/Ben_Dreith,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Robert_William_Boyle,residence,Country,85,**
http://dbpedia.org/resource/Viktors_Ņesterenko,birthPlace,Country,85,**
http://dbpedia.org/resource/Erika_Cosby,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Abani_Mukherji,deathPlace,Country,85,**
http://dbpedia.org/resource/M._H._Douglas,birthPlace,City,85,**
http://dbpedia.org/resource/M._H._Douglas,birthPlace,Country,85,**
http://dbpedia.org/resource/Steve_A._Kay,birthPlace,Country,85,**
http://dbpedia.org/resource/Maria_Antonina_Kratochwil,deathPlace,Country,85,**
http://dbpedia.org/resource/Peter_Čvirik,birthPlace,Country,85,**
http://dbpedia.org/resource/Vaidotas_Šlekys,birthPlace,Country,85,**
http://dbpedia.org/resource/Sandro_Klić,birthPlace,Country,85,**
http://dbpedia.org/resource/Romas_Mažeikis,birthPlace,Country,85,**
http://dbpedia.org/resource/Rosana_Ubanell,nationality,EthnicGroup,85,**
http://dbpedia.org/resource/Andrius_Velička,birthPlace,Country,85,**
http://dbpedia.org/resource/Friedrich_Eisenkolb,birthPlace,Country,85,**
http://dbpedia.org/resource/Friedrich_Eisenkolb,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Ahmad_Kazemi,birthPlace,City,85,**
http://dbpedia.org/resource/Viktor_Semykin,birthPlace,Country,85,**
http://dbpedia.org/resource/Ivan_Dubasov,deathPlace,Country,85,**
http://dbpedia.org/resource/Nida_Sinnokrot,birthPlace,Country,85,**
http://dbpedia.org/resource/Cornelius_Van_Steenwyk,birthPlace,Country,85,**
"http://dbpedia.org/resource/Johann_II,_Duke_of_Saxe-Weimar",deathPlace,Country,85,**
"http://dbpedia.org/resource/Johann_II,_Duke_of_Saxe-Weimar",birthPlace,Country,85,**
http://dbpedia.org/resource/Amos_P._Catlin,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Franz_Rohr_von_Denta,birthPlace,Country,85,**
http://dbpedia.org/resource/Dave_Comer,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Princess_Elisabeth_of_Hesse_and_by_Rhine_(1895–1903),birthPlace,Country,85,**
http://dbpedia.org/resource/Shen_Dingcheng,occupation,PersonFunction,85,**
